Name,Type,Ratings,Reviews,Menu_Price,Rooms,Pax_Min,Pax_Max,Destination,Amenities_+more
sri motel highway jains,banquet halls,5.0,0,300.0,21,300,450,chennai,2
malhar mount villa,"banquet halls, small function / party halls",5.0,0,25000.0,9,75,125,pune,4
tamhankars moreshwar sabhagruha,"banquet halls, convention / function halls",5.0,0,300.0,21,750,1000,pune,2
santosh mangal karyalaya,"banquet halls, kalyana mandapams",5.0,0,250.0,21,200,360,pune,2
agreen hotels & resorts private limited,"banquet halls, wedding resorts",5.0,0,750.0,37,135,200,pune,3
shree balaji banquet hall,banquet halls,5.0,0,600.0,21,150,200,pune,3
"united-21 retreat, lonavala","banquet halls, marriage garden / lawns",5.0,0,1000.0,74,600,700,pune,3
aaryash the hillton resort,marriage garden / lawns,5.0,0,499.0,3,260,350,pune,4
hotel angaraj,"marriage garden / lawns, convention / function halls",5.0,0,650.0,21,450,700,pune,2
om shri sharda lawns,marriage garden / lawns,5.0,0,500.0,21,1400,2000,pune,2
deccan harvest,marriage garden / lawns,5.0,1,1100.0,21,200,250,pune,2
the farm,marriage garden / lawns,5.0,0,800.0,21,200,500,pune,1
"hotel gandharv residency, shivajinagar, pune","banquet halls, 3 star hotels with banquets",5.0,0,550.0,30,50,150,pune,3
sundarban lawns,"banquet halls, marriage garden / lawns",5.0,0,300.0,21,1000,3200,pune,2
narmada garden,"banquet halls, marriage garden / lawns",5.0,1,400.0,21,180,500,pune,2
"indira moreshwar sabhagruha banquet hall, shaniwar peth","banquet halls, convention / function halls",5.0,0,400.0,21,200,500,pune,1
kyriad hotel,"banquet halls, 3 star hotels with banquets",5.0,8,240000.0,61,150,250,pune,4
new mayur mangal karyalaya,banquet halls,5.0,0,250.0,21,150,250,pune,2
flora garden,marriage garden / lawns,5.0,0,200.0,21,900,1200,pune,2
lohia lawn,marriage garden / lawns,5.0,0,500.0,21,450,600,lucknow,2
blue orchid resort,"banquet halls, marriage garden / lawns",5.0,0,750.0,10,100,800,lucknow,3
nadiya kinare lawns,marriage garden / lawns,5.0,0,900.0,21,1800,3000,lucknow,2
greek garden,"banquet halls, marriage garden / lawns",5.0,8,1000.0,8,150,1500,lucknow,4
carlton mashaal,"banquet halls, marriage garden / lawns",5.0,0,300.0,21,120,600,lucknow,2
basantkunj lawns & resorts,"marriage garden / lawns, wedding farmhouses",5.0,13,500.0,5,120,500,lucknow,3
the mango hotel,"banquet halls, 3 star hotels with banquets",5.0,0,550.0,20,150,250,lucknow,3
vindhyavasini guest house,banquet halls,5.0,0,650.0,21,200,300,lucknow,2
amba palace,marriage garden / lawns,5.0,0,400.0,21,400,600,lucknow,2
sri ram marriage hall,banquet halls,5.0,0,500.0,21,250,300,lucknow,2
lala bagh palace marriage hall,"banquet halls, marriage garden / lawns",5.0,0,450.0,21,100,250,lucknow,2
familia hotel and banquets,"banquet halls, 3 star hotels with banquets",5.0,0,900.0,21,250,300,lucknow,3
dvsr hotel,banquet halls,5.0,0,800.0,21,200,400,lucknow,2
jj lawns,"marriage garden / lawns, venues with rooms",5.0,0,1000.0,15,450,2000,lucknow,3
viviana greens,"marriage garden / lawns, wedding farmhouses",5.0,1,1000.0,4,500,800,lucknow,3
shanti garden,marriage garden / lawns,5.0,0,650.0,21,350,650,jaipur,2
hotel gulab villa,"banquet halls, 3 star hotels with banquets",5.0,0,350.0,11,180,300,jaipur,3
"5 by oyo, jaipur","banquet halls, 3 star hotels with banquets",5.0,1,750.0,21,200,500,jaipur,2
the dragon club,small function / party halls,5.0,0,400.0,21,60,100,jaipur,2
hari niwas paradise,marriage garden / lawns,5.0,0,400.0,21,250,300,jaipur,2
scary mansion lounge & bar,small function / party halls,5.0,0,700.0,21,70,100,jaipur,2
the knights inn,"banquet halls, 3 star hotels with banquets",5.0,0,1650.0,27,80,120,jaipur,3
s s paradise,marriage garden / lawns,5.0,0,450.0,21,800,1200,jaipur,2
hotel radoli house,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,19,300,500,jaipur,3
regenta central jaipur,"3 star hotels with banquets, destination wedding venues",5.0,1,650.0,44,40,500,jaipur,3
shakun hotels & resorts,"3 star hotels with banquets, destination wedding venues",5.0,1,1299.0,21,200,500,jaipur,2
doda's palace,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,47,100,150,jaipur,3
the marmelos house,"banquet halls, marriage garden / lawns",5.0,3,800.0,21,80,300,jaipur,3
radha rani farm house in jaipur,"marriage garden / lawns, wedding farmhouses",5.0,0,800.0,8,500,800,jaipur,3
jasoda heritage by keshav global hotels,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,36,50,80,jaipur,3
raas house marriage garden,"banquet halls, marriage garden / lawns",5.0,0,450.0,21,200,2000,jaipur,2
eco dera chandsen,"marriage garden / lawns, destination wedding venues",5.0,1,1200.0,36,100,500,jaipur,2
mahal rajwada resort,"marriage garden / lawns, 3 star hotels with banquets",4.5,2,900.0,55,550,800,jaipur,4
tamra garden,marriage garden / lawns,5.0,1,600.0,21,2000,3000,jaipur,2
j3s banquet,"banquet halls, convention / function halls",4.7,3,800.0,21,300,500,ncr,2
hotel ashray noida,"banquet halls, 3 star hotels with banquets",5.0,2,400.0,30,75,100,ncr,4
prakash continental,"banquet halls, 3 star hotels with banquets",5.0,2,1000.0,11,200,1000,ncr,3
hotel imperial park,"3 star hotels with banquets, small function / party halls",5.0,1,400.0,21,60,100,ncr,3
shehnai banquet,"banquet halls, small function / party halls",5.0,1,550.0,21,50,70,ncr,2
amora banquets,"banquet halls, venues with rooms",5.0,2,1000.0,15,60,450,ncr,3
lakhani dharamshala,"banquet halls, venues with rooms",5.0,1,11000.0,6,1000,1200,ncr,4
the grand village ,"banquet halls, marriage garden / lawns",5.0,1,1000.0,18,220,3000,ncr,3
golden paris,marriage garden / lawns,5.0,3,1650.0,21,1650,1850,ncr,2
neemrana palace,"marriage garden / lawns, wedding farmhouses",5.0,3,500.0,4,500,800,ncr,4
"welcomhotel by itc hotels, dwarka, new delhi","4 star & above wedding hotels, banquet halls",4.8,19,2800.0,392,50,700,ncr,4
simbliss farm,"marriage garden / lawns, small function / party halls",5.0,2,800.0,5,50,80,ncr,2
hira palace,"banquet halls, 3 star hotels with banquets",5.0,1,350.0,15,70,250,ncr,3
mannat grand,banquet halls,5.0,2,1000.0,21,120,400,ncr,2
the royal pepper banquet,banquet halls,5.0,12,700.0,21,700,1000,ncr,2
pearl grand emperor,"banquet halls, convention / function halls",5.0,1,1600.0,21,275,1500,ncr,2
r j palace,"banquet halls, convention / function halls",5.0,6,550.0,21,550,650,ncr,2
south gate hotel,"3 star hotels with banquets, venues with rooms",4.5,1,700.0,27,700,850,ncr,3
b v k thirumana mahal,banquet halls,5.0,0,350.0,21,500,750,chennai,2
sri vari padma hall,banquet halls,5.0,0,350.0,21,500,750,chennai,2
maathus hotel,banquet halls,5.0,2,1000.0,21,150,250,chennai,2
sri padmavathi mini hall,banquet halls,5.0,0,400.0,1,200,250,chennai,3
sri sak jai maruthi mahal,"banquet halls, kalyana mandapams",5.0,0,300.0,21,500,750,chennai,2
rasikha priya hall,banquet halls,5.0,0,50000.0,21,150,180,chennai,3
sarmani hotel,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,88,200,300,chennai,3
sree balaji hall,banquet halls,5.0,0,300.0,21,150,250,chennai,2
grand multicuisine restaurant & ac party hall,banquet halls,5.0,1,350.0,21,180,300,chennai,2
jms paradise hall,banquet halls,5.0,0,250.0,21,500,750,chennai,2
andal kalyana mandapam,"banquet halls, kalyana mandapams",5.0,0,300.0,21,500,750,chennai,2
buhari banquet hall,banquet halls,5.0,0,800.0,21,450,600,chennai,3
hablis hotel,"4 star & above wedding hotels, banquet halls",5.0,2,1500.0,120,1500,1500,chennai,3
krishnavillasam restaurant and banquet hall,small function / party halls,5.0,0,350.0,21,90,150,chennai,2
sri vignesh mahal,"banquet halls, 3 star hotels with banquets",5.0,0,300.0,11,400,600,chennai,3
bhavani's party hall,banquet halls,5.0,0,300.0,21,200,300,chennai,2
the ladies club,banquet halls,5.0,0,400.0,21,300,400,pune,3
"country club, undri, pune","banquet halls, marriage garden / lawns",5.0,1,500.0,18,125,700,pune,3
"wildernest hill top resort, sinhagad road","banquet halls, marriage garden / lawns",5.0,1,550.0,22,120,400,pune,3
gajanan garden,marriage garden / lawns,5.0,0,95000.0,21,2500,4000,pune,3
noorya hometel,"banquet halls, marriage garden / lawns",5.0,3,550.0,117,550,650,pune,3
shree yashraj garden,"banquet halls, marriage garden / lawns",5.0,0,200.0,21,1000,3000,pune,2
pancharatna mangal karyalay,"marriage garden / lawns, kalyana mandapams",5.0,0,400.0,21,500,600,pune,2
"ambar mangal karyalay, kothrud","banquet halls, convention / function halls",5.0,1,300.0,21,450,600,pune,2
azzurro lounge,"banquet halls, convention / function halls",5.0,0,550.0,21,800,1500,pune,2
penthouze,party restaurants / lounge bars,5.0,0,1000.0,21,340,450,pune,1
d palace,"banquet halls, party restaurants / lounge bars",5.0,0,450.0,21,20,60,pune,2
hotel raviraj,"banquet halls, small function / party halls",5.0,0,450.0,21,200,500,pune,1
grand mehfil,"banquet halls, party restaurants / lounge bars",5.0,0,600.0,2,225,300,pune,3
executive tamanna hotel,"banquet halls, 3 star hotels with banquets",5.0,2,699.0,40,300,1000,pune,3
krushnai lawns,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,240,1200,pune,2
golden ring resort,"banquet halls, venues with rooms",5.0,0,800.0,5,400,500,pune,3
"kokkita banquet, hadapsar",banquet halls,5.0,1,600.0,21,150,250,pune,2
smoke lounge,party restaurants / lounge bars,5.0,0,300.0,21,50,250,lucknow,1
mehndi lawn,marriage garden / lawns,5.0,0,300.0,21,320,500,lucknow,2
basankunj lawn and resort,"banquet halls, marriage garden / lawns",5.0,0,400.0,21,120,500,lucknow,2
aamrapaali water park and resort,"marriage garden / lawns, wedding resorts",5.0,0,1250.0,73,1500,2000,lucknow,3
samodaik kendra mansarovar,marriage garden / lawns,5.0,0,600.0,21,900,1500,lucknow,2
gold marriage lawn,"banquet halls, convention / function halls",5.0,0,700.0,21,300,500,lucknow,2
new kumar hotel & banquet,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,11,180,300,lucknow,3
saraca hotel lucknow,"4 star & above wedding hotels, banquet halls",4.7,28,3500.0,41,50,700,lucknow,3
shashwat palace,"banquet halls, marriage garden / lawns",5.0,0,450.0,8,100,350,lucknow,3
hotel silvete,"banquet halls, 3 star hotels with banquets",5.0,0,1100.0,27,60,150,lucknow,3
hotel triton inn,"3 star hotels with banquets, small function / party halls",5.0,0,800.0,22,100,150,lucknow,3
moon wedding bells banquets,"banquet halls, marriage garden / lawns",5.0,0,65000.0,8,150,700,lucknow,4
hotel arjun international,"banquet halls, 3 star hotels with banquets",5.0,0,550.0,30,90,150,lucknow,3
jashn-e-bahar,"banquet halls, marriage garden / lawns",5.0,0,500.0,21,250,600,lucknow,2
hotel sugan niwas palace,"marriage garden / lawns, 3 star hotels with banquets",5.0,1,500.0,21,200,500,jaipur,2
jamwai bagh garden,"banquet halls, marriage garden / lawns",5.0,0,50000.0,21,200,500,jaipur,2
cygnett style ganga,"banquet halls, marriage garden / lawns",5.0,0,1099.0,44,160,250,jaipur,3
heera valley resort,marriage garden / lawns,5.0,1,700.0,21,500,700,jaipur,3
patan mahal,"marriage garden / lawns, 3 star hotels with banquets",5.0,1,1000.0,19,120,1500,jaipur,3
ps paradise,marriage garden / lawns,5.0,0,400.0,21,1500,2000,jaipur,3
the yellow chilli,small function / party halls,5.0,1,850.0,21,100,150,jaipur,2
"desert resort, mandawa","marriage garden / lawns, 3 star hotels with banquets",5.0,1,2200.0,80,300,1500,jaipur,3
hotel royal amer,"banquet halls, 3 star hotels with banquets",5.0,0,600.0,11,180,300,jaipur,3
the wall street hotel,"banquet halls, 3 star hotels with banquets",5.0,0,500.0,32,120,200,jaipur,3
rose amer,"banquet halls, marriage garden / lawns",5.0,1,3000.0,8,70,300,jaipur,3
the haveli ralawata,"banquet halls, marriage garden / lawns",5.0,1,500.0,35,350,1500,jaipur,3
hotel raghav palace,"banquet halls, 3 star hotels with banquets",5.0,0,250.0,30,130,200,jaipur,3
hotel milestone 251,"banquet halls, 3 star hotels with banquets",5.0,6,600.0,20,125,150,jaipur,3
vrindavan marriage garden,"banquet halls, marriage garden / lawns",5.0,1,800.0,21,200,500,jaipur,1
vrindavan palace,"banquet halls, marriage garden / lawns",5.0,0,700.0,21,200,600,jaipur,3
hotel dev villas,"3 star hotels with banquets, small function / party halls",5.0,0,400.0,10,60,100,jaipur,2
shyam vatika,marriage garden / lawns,5.0,0,400.0,21,700,1000,jaipur,2
mannat farms surajkund,"banquet halls, marriage garden / lawns",5.0,2,1200.0,10,300,700,ncr,3
zestin,"banquet halls, 3 star hotels with banquets",5.0,9,1600.0,84,100,1200,ncr,3
crown banquet,banquet halls,5.0,1,900.0,21,120,180,ncr,2
golden leaf banquet,"banquet halls, 3 star hotels with banquets",5.0,4,900.0,60,500,800,ncr,3
bamyan the boutique hotel,"3 star hotels with banquets, venues with rooms",5.0,2,700.0,23,700,900,ncr,3
dilli 59 party hall,banquet halls,5.0,1,675.0,21,300,400,ncr,2
dramebaaz,small function / party halls,5.0,1,750.0,21,80,120,ncr,2
 harnarain palace,banquet halls,5.0,3,1500.0,21,150,250,ncr,2
"hotel city park, pitampura","small function / party halls, convention / function halls",4.7,19,1600.0,21,1600,1800,ncr,2
hotel house inn,"banquet halls, 3 star hotels with banquets",5.0,4,850.0,25,120,180,ncr,3
the visaya,"3 star hotels with banquets, venues with rooms",4.5,2,1100.0,35,70,120,ncr,3
hotel crystal palace,"3 star hotels with banquets, venues with rooms",4.7,6,450.0,20,450,600,ncr,3
grand utsav banquet rani bagh,"banquet halls, marriage garden / lawns",5.0,1,300.0,4,800,900,ncr,4
"the zest, delhi","banquet halls, convention / function halls",5.0,1,800.0,21,800,900,ncr,2
grand celebration signature banquet,banquet halls,5.0,1,1100.0,21,1100,1400,ncr,2
"rockland hotel, panchsheel enclave","3 star hotels with banquets, venues with rooms",5.0,5,850.0,22,850,950,ncr,3
eros hotel,"4 star & above wedding hotels, banquet halls",4.8,16,3500.0,216,60,800,ncr,3
badhai banquet,"banquet halls, convention / function halls",5.0,2,750.0,21,750,850,ncr,2
chanson banquets,"banquet halls, small function / party halls",5.0,5,1100.0,18,40,250,ncr,3
all heavens gold,"banquet halls, 3 star hotels with banquets",5.0,3,1000.0,15,150,450,ncr,3
virgo comfort homes,"banquet halls, marriage garden / lawns",5.0,0,500.0,60,100,325,chennai,3
selvarani thirumana mandapam,"banquet halls, kalyana mandapams",5.0,0,400.0,21,350,500,chennai,3
firms banquet hall,"banquet halls, venues with rooms",5.0,2,104000.0,2,100,250,chennai,4
sri devi palace ac marriage hall,"banquet halls, venues with rooms",4.5,2,500.0,3,1200,1800,chennai,3
sri sastha mini hall a/c,banquet halls,5.0,2,350.0,21,200,300,chennai,2
sri napa marriage hall,banquet halls,5.0,0,350.0,21,500,600,chennai,2
asb mahal,banquet halls,5.0,0,350.0,21,500,750,chennai,2
sakthi marimuthu kamalaveni mahal,banquet halls,5.0,0,300.0,21,400,600,chennai,2
sri sundara vinayagar mahaal,banquet halls,5.0,0,350.0,21,750,1200,chennai,2
vs party hall,banquet halls,5.0,0,50000.0,7,250,400,chennai,4
four points mahabalipuram resort and convention center,"4 star & above wedding hotels, banquet halls",5.0,1,1500.0,21,200,500,chennai,2
r.e mahal,banquet halls,5.0,0,300.0,21,400,600,chennai,2
pritha palace marriage hall,banquet halls,5.0,1,350.0,21,240,400,chennai,2
js thirumana mandapam,banquet halls,5.0,0,350.0,21,600,900,chennai,2
"welcomhotel by itc hotels, kences palm beach","4 star & above wedding hotels, banquet halls",4.6,4,800.0,94,60,1500,chennai,3
sindhu sadan marriage hall,banquet halls,5.0,0,300.0,21,350,500,chennai,2
hande lawns,"banquet halls, marriage garden / lawns",5.0,0,130000.0,21,1400,2000,pune,3
the fern residency vadgaon - talegaon,"4 star & above wedding hotels, banquet halls",5.0,0,1199.0,109,200,300,pune,3
royal lawns,marriage garden / lawns,5.0,1,120000.0,21,2500,3500,pune,3
chandraphool lawns,marriage garden / lawns,5.0,0,450.0,21,1400,2000,pune,2
amanzi resort,"marriage garden / lawns, venues with rooms",5.0,1,3450.0,12,36,150,pune,3
vinkar sabhagruha hall,"banquet halls, convention / function halls",5.0,1,550.0,21,300,600,pune,3
rajnandini banquet,"banquet halls, marriage garden / lawns",5.0,0,250000.0,6,1500,2000,pune,4
"om gurudev mangal karyalaya, alandi","banquet halls, convention / function halls",5.0,0,200.0,21,600,1500,pune,2
gangaas banquet,banquet halls,5.0,0,550.0,21,150,250,pune,2
hotel vegas,"banquet halls, marriage garden / lawns",5.0,0,250.0,23,250,300,pune,3
somvanshi arya kshatriya samaj mangal karyalaya,banquet halls,5.0,0,350.0,21,280,400,pune,2
gajanan mangal karyalay,banquet halls,5.0,0,50000.0,21,350,400,pune,3
mayuri lawns,marriage garden / lawns,5.0,0,400.0,21,450,1200,pune,2
la bali bar & kitchen,"banquet halls, party restaurants / lounge bars",5.0,0,700.0,1,150,200,pune,3
heart staycation - nexus villa,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,165000.0,12,100,150,pune,4
panchvati hotel,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,11,180,300,lucknow,3
happiness marriage lawn,marriage garden / lawns,5.0,0,60000.0,21,800,1000,lucknow,3
sa marriage lawn,marriage garden / lawns,5.0,0,70000.0,7,400,500,lucknow,4
phoenix lawn and banquet hall,"banquet halls, marriage garden / lawns",5.0,0,900.0,21,800,900,lucknow,1
jashn marriage party lawns & resort,"marriage garden / lawns, 3 star hotels with banquets",5.0,0,230000.0,21,450,700,lucknow,4
hotel olive crown,"3 star hotels with banquets, venues with rooms",5.0,0,750.0,14,150,200,lucknow,3
ficus garden,marriage garden / lawns,5.0,0,400.0,21,400,600,lucknow,2
ramkunj lawn and guest house,banquet halls,5.0,0,1000.0,21,200,500,lucknow,1
rohia banquet marriage hall,"banquet halls, marriage garden / lawns",5.0,0,650.0,7,380,550,lucknow,3
chulha restaurant by paras inn,3 star hotels with banquets,5.0,0,1300.0,25,200,700,lucknow,3
hotel ranbirs,"4 star & above wedding hotels, banquet halls",4.5,1,1400.0,39,150,420,lucknow,3
rbm banquets,banquet halls,4.5,1,500.0,21,180,300,lucknow,2
ceremony point,"banquet halls, marriage garden / lawns",5.0,0,550.0,21,60,300,lucknow,2
aabhas lawn,marriage garden / lawns,5.0,0,400.0,21,400,600,lucknow,2
deep palace,banquet halls,5.0,1,1500.0,21,150,350,lucknow,2
parvati lawn,marriage garden / lawns,5.0,0,600.0,21,350,500,lucknow,2
lenur banquet,"banquet halls, 3 star hotels with banquets",5.0,0,650.0,25,150,250,lucknow,3
padmini heritage,"banquet halls, 3 star hotels with banquets",5.0,0,400.0,12,100,150,jaipur,3
dee boat house,"banquet halls, marriage garden / lawns",5.0,0,1100.0,21,60,300,jaipur,2
gulabi nagari,"banquet halls, marriage garden / lawns",5.0,1,650.0,21,100,250,jaipur,2
shree rajlaxmi heaven's,"banquet halls, marriage garden / lawns",5.0,1,800.0,43,100,4500,jaipur,3
hotel fly view,banquet halls,5.0,0,250.0,21,55,80,jaipur,2
riverarch greenfields resort,"3 star hotels with banquets, wedding resorts",4.7,8,2000.0,21,100,2000,jaipur,2
